DatabaseClass text,Name text,HullNumber text,DateInService numeric,DateOutService numeric
"Legend WMSL","USCGC James","WMSL-754","planned construction",""
"Legend WMSL","USCGC Kimbal","WMSL-757","planned construction",""
"Legend WMSL","USCGC Midgest","WMSL-756","planned construction",""
"Legend WMSL","USCGC Stone","WMSL-755","planned construction",""
"Legend WMSL","USCGC Stratton","WMSL-752","in construction",""
"Legend WMSL","USCGC Waesche","WMSL-751","2009.8467","2999.9973"
"Light Patrol Boat PBF","USA PBR Light Patrol Boat","","1900.1","2999.9973"
"SSN 688 Los Angeles (1985)","USS Chicago","SSN 721","1986.82","2999.99"
"SSN 688 Los Angeles (1985)","USS Helena","SSN 725","1987.52","2999.99"
"SSN 688 Los Angeles (1985)","USS Key West","SSN 722","1987.7","2999.99"
"SSN 688 Los Angeles (1985)","USS Luisville","SSN 724","1986.85","2999.99"
"SSN 688 Los Angeles (1985)","USS Newport News","SSN 750","1989.42","2999.99"
"SSN 688 Los Angeles (1985)","USS Oklahoma","SSN 723","1988.52","2999.99"
"SSN 688 Los Angeles (1985)","USS Pittsburg","SSN 720","1985.89","2999.99"
"SSN 688 Los Angeles (1985)","USS Providence","SSN 719","1985.57","2999.99"
"SSN 688 Los Angeles Improved","USS Alaxandria","SSN 757","1991.49","2999.99"
"SSN 688 Los Angeles Improved","USS Albany","SSN 753","1990.26","2999.99"
"SSN 688 Los Angeles Improved","USS Annapolis","SSN 760","1992.27","2999.99"
"SSN 688 Los Angeles Improved","USS Asheville","SSN 758","1991.74","2999.99"
"SSN 688 Los Angeles Improved","USS Boise","SSN 764","1992.85","2999.99"
"SSN 688 Los Angeles Improved","USS Charlotte","SSN 766","1994.71","2999.99"
"SSN 688 Los Angeles Improved","USS Cheyenne","SSN 773","1996.7","2999.99"
"SSN 688 Los Angeles Improved","USS Columbia","SSN 771","1995.77","2999.99"
"SSN 688 Los Angeles Improved","USS Columbus","SSN 762","1993.56","2999.99"
"SSN 688 Los Angeles Improved","USS Greenville","SSN 772","1996.12","2999.99"
"SSN 688 Los Angeles Improved","USS Hampton","SSN 767","1993.87","2999.99"
"SSN 688 Los Angeles Improved","USS Hartford","SSN 768","1994.94","2999.99"
"SSN 688 Los Angeles Improved","USS Jefferson City","SSN 759","1992.16","2999.99"
"SSN 688 Los Angeles Improved","USS Miami","SSN 755","1990.49","2999.99"
"SSN 688 Los Angeles Improved","USS Montpelier","SSN 765","1993.19","2999.99"
"SSN 688 Los Angeles Improved","USS Pasadena","SSN 752","1989.11","2999.99"
"SSN 688 Los Angeles Improved","USS San Juan","SSN 751","1988.59","2999.99"
"SSN 688 Los Angeles Improved","USS Santa Fe","SSN 763","1993.94","2999.99"
"SSN 688 Los Angeles Improved","USS Scranton","SSN 756","1991.07","2999.99"
"SSN 688 Los Angeles Improved","USS Springfield","SSN 761","1993.02","2999.99"
"SSN 688 Los Angeles Improved","USS Toledo","SSN 769","1995.15","2999.99"
"SSN 688 Los Angeles Improved","USS Topeka","SSN 754","1989.8","2999.99"
"SSN 688 Los Angeles Improved","USS Tucson","SSN 770","1995.63","2999.99"
"SSN 688 Los Angeles","USS Albuquerque","SSN 706","1983.38","2999.99"
"SSN 688 Los Angeles","USS Atlanta","SSN 712","1982.18","1999.96"
"SSN 688 Los Angeles","USS Augusta","SSN 710","1985.05","2006.84"
"SSN 688 Los Angeles","USS Baltimore","SSN 704","1982.56","1998.52"
"SSN 688 Los Angeles","USS Baton Rouge","SSN 689","1977.48","2010.03"
"SSN 688 Los Angeles","USS Birmingham","SSN 695","1978.96","1997.97"
"SSN 688 Los Angeles","USS Boston","SSN 703","1982.08","1999.88"
"SSN 688 Los Angeles","USS Bremerton","SSN 698","1981.24","2999.99"
"SSN 688 Los Angeles","USS Buffalo","SSN 715","1983.85","2999.99"
"SSN 688 Los Angeles","USS Cincinnati","SSN 693","1978.44","1996.57"
"SSN 688 Los Angeles","USS City of Corpus Christi","SSN 705","1983.02","2999.99"
"SSN 688 Los Angeles","USS Dallas","SSN 700","1981.48","2999.99"
"SSN 688 Los Angeles","USS Groton","SSN 694","1978.52","1997.85"
"SSN 688 Los Angeles","USS Honolulu","SSN 718","1985.55","2007.84"
"SSN 688 Los Angeles","USS Houston","SSN 713","1982.73","2999.99"
"SSN 688 Los Angeles","USS Hyman G. Rickover","SSN 709","1984.55","2006.95"
"SSN 688 Los Angeles","USS Indianapolis","SSN 697","1980.1","1998.97"
"SSN 688 Los Angeles","USS Jacksonville","SSN 699","1981.37","2999.99"
"SSN 688 Los Angeles","USS La Jolla","SSN 701","1981.75","2999.99"
"SSN 688 Los Angeles","USS Los Angeles","SSN 688","1976.87","2010.06"
"SSN 688 Los Angeles","USS Memphis","SSN 691","1977.96","2999.99"
"SSN 688 Los Angeles","USS Minneapolis-St. Paul","SSN 708","1984.19","2008.65"
"SSN 688 Los Angeles","USS New York City","SSN 696","1979.17","1997.33"
"SSN 688 Los Angeles","USS Norfolk","SSN 714","1983.38","2999.99"
"SSN 688 Los Angeles","USS Olympia","SSN 717","1984.88","2999.99"
"SSN 688 Los Angeles","USS Omaha","SSN 692","1978.19","1995.76"
"SSN 688 Los Angeles","USS Philadelphia","SSN 690","1977.48","2010.48"
"SSN 688 Los Angeles","USS Phoenix","SSN 702","1981.95","1998.57"
"SSN 688 Los Angeles","USS Portsmouth","SSN 707","1983.75","2004.69"
"SSN 688 Los Angeles","USS Salt Lake City","SSN 716","1984.36","2006.04"
"SSN 688 Los Angeles","USS San Francisco","SSN 711","1984.3","2999.99"
"LST Class Capana","Capana","T-61","1984.5592","2999.9973"
"LST Class Capana","Esequibo","T-62","1984.5592","2999.9973"
"LST Class Capana","Goajira","T-63","1984.833","2999.9973"
"LST Class Capana","Los Llanos","T-64","1984.833","2999.9973"
"Marine Protector WPB","USCGC  Sockeye","WPB-87337","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Adelie","WPB-87333","2001.6249","2999.9973"
"Marine Protector WPB","USCGC Ahi","WPB-87364","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Albacore","WPB-87309","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Alligator","WPB-87372","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Amberjack","WPB-87315","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Barracuda","WPB-87301","1998.0007","2999.9973"
"Marine Protector WPB","USCGC Beluga","WPB-87325","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Blackfin","WPB-87317","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Blacktip","WPB-87326","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Blue shark","WPB-87360","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Bluefin","WPB-87318","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Bonito","WPB-87341","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Brant","WPB-87348","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Chinook","WPB-87308","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Chochito","WPB-87329","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Cobia","WPB-87311","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Coho","WPB-87321","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Cormorant","WPB-87313","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Crocodile","WPB-87369","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Diamondback","WPB-87370","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Dolphin","WPB-87354","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Dorado","WPB-87306","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Finback","WPB-87314","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Flyingfish","WPB-87346","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Gannet","WPB-87334","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Haddock","WPB-87347","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Halibut","WPB-87340","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Hammerhead","WPB-87302","1998.0007","2999.9973"
"Marine Protector WPB","USCGC Hawk","WPB-87355","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Hawksbill","WPB-87312","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Heron","WPB-87344","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Ibis","WPB-87338","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Kingfisher","WPB-87322","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Kittiwake","WPB-87316","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Mako","WPB-87303","1998.0007","2999.9973"
"Marine Protector WPB","USCGC Manatee","WPB-87363","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Manowar","WPB-87330","2001.0007","2999.9973"
"Marine Protector WPB","USCGC manta","WPB-87320","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Marlin","WPB-87304","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Moray","WPB-87331","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Narwhal","WPB-87335","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Osprey","WPB-87307","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Pelican","WPB-87327","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Petrel","WPB-87350","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Pike","WPB-87365","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Pompano","WPB-87339","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Razorbill","WPB-87332","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Reef Shark","WPB-87371","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Ridley","WPB-87328","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Sailfish","WPB-87356","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Sawfish","WPB-87357","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Sea Devil","WPB-87368","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Sea Dog","WPB-87373","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Sea Dragon","WPB-87367","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Sea Fox","WPB-87374","2003.9979","2999.9973"
"Marine Protector WPB","USCGC Sea horse","WPB-87361","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Sea Lion","WPB-87352","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Sea Otter","WPB-87362","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Seahawk","WPB-87323","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Shearwater","WPB-87349","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Shrike","WPB-87342","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Skipjack","WPB-87353","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Steelhead","WPB-87324","1999.9979","2999.9973"
"Marine Protector WPB","USCGC Stingray","WPB-87305","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Sturgeon","WPB-87336","2001.0007","2999.9973"
"Marine Protector WPB","USCGC Swordfish","WPB-87358","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Tarpan","WPB-87310","1999.0007","2999.9973"
"Marine Protector WPB","USCGC Tern","WPB-87343","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Terrapin","WPB-87366","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Tigershark","WPB-87359","2003.0007","2999.9973"
"Marine Protector WPB","USCGC Wahoo","WPB-87345","2002.0007","2999.9973"
"Marine Protector WPB","USCGC Yellowfin","WPB-87319","1999.9979","2999.9973"
"CVN-68 (Nimitz) USS Nimitz","USS Nimitz","CVN-68","1975.25","1998.16"
"CVN-68 (Nimitz) USS Nimitz(RCOH)","USS Nimitz","CVN-68","2001.72","2999.99"
"CVN-69 (Nimitz) USS Dwight D. Eisenhower","USS Dwight D Eisenhower","CVN-69","1977.79","2001.75"
"CVN-69 (Nimitz) USS Dwight D. Eisenhower(RCOH)","USS Dwight D Eisenhower","CVN-69","2004.25","2999.99"
"CVN-70 (Nimitz) USS Carl Vinson","USS Carl Vinson","CVN-70","1982.19","2005.58"
"CVN-70 (Nimitz) USS Carl Vinson(RCOH)","USS Carl Vinson","CVN-70","2009.52","2999.99"
"CVN-71 (Nimitz) USS Theodore Roosevelt","USS Theodore Roosevelt","CVN-71","1986.81","2010.66"
"CVN-72 (Nimitz) USS Abraham Lincoln","USS Abraham Lincoln","CVN-72","1989.86","2999.99"
"CVN-73 (Nimitz) USS George Washington","USS George Washington","CVN-73","1992.5","2999.99"
"CVN-74 (Nimitz) USS John C. Stennis","USS John C. Stennis","CVN-74","1995.94","2999.99"
"CVN-75 (Nimitz) USS Harry S. Truman","USS Harry S. Truman","CVN-75","1998.56","2999.99"
"CVN-76 (Nimitz) USS Ronald Reagan","USS Ronald Reagan","CVN-76","2003.53","2999.99"
"CVN-77 (Nimitz) USS George H.W. Bush","USS George H.W. Bush","CVN-77","2009.02","2999.99"
"Oberon SS","HMS Oberon","S-09","1961.15","2999.9973"
"Oberon SS","HMS Ocelot","S-17","1964.08","2999.9973"
"Oberon SS","HMS Odin","S-10","1962.25","2999.9973"
"Oberon SS","HMS Olympus","S-12","1961","2999.9973"
"Oberon SS","HMS Onslaught","S-14","1962","2999.9973"
"Oberon SS","HMS Onyx","S-21","1967","2999.9973"
"Oberon SS","HMS Opossum","S-19","1964","2999.9973"
"Oberon SS","HMS Opportune","S-20","1964","2999.9973"
"Oberon SS","HMS Oracle","S-16","1963","2999.9973"
"Oberon SS","HMS Orpheous","S-11","1959","2999.9973"
"Oberon SS","HMS Osirus","S-13","1964","2999.9973"
"Oberon SS","HMS Otter","S-15","1962","2999.9973"
"Oberon SS","HMS Otus","S-18","1963","2999.9973"
"SSGN 726 Ohio (2008)","USS Florida","SSGN-728","2006.3292","2999.9973"
"SSGN 726 Ohio (2008)","USS Georgia","SSGN-729","2008.0828","2999.9973"
"SSGN 726 Ohio (2008)","USS Michigan","SSGN-727","2007.4141","2999.9973"
"SSGN 726 Ohio (2008)","USS Ohio","SSGN-726","2006.102","2999.9973"
"SSBN 726 Ohio","USS Alabama","SSBN 731","1985.3949","2999.9973"
"SSBN 726 Ohio","USS Alaska","SSBN 732","1986.0664","2999.9973"
"SSBN 726 Ohio","USS Florida","SSBN 728","1983.4606","2003.1622"
"SSBN 726 Ohio","USS Georgia","SSBN 729","1984.1102","2005.1622"
"SSBN 726 Ohio","USS Henry M. Jackson","SSBN 730","1984.7618","2999.9973"
"SSBN 726 Ohio","USS Kentucky","SSBN 737","1991.5291","2999.9973"
"SSBN 726 Ohio","USS luisiana","SSBN 743","1997.6797","2999.9973"
"SSBN 726 Ohio","USS Maine","SSBN 741","1995.5729","2999.9973"
"SSBN 726 Ohio","USS Maryland","SSBN 738","1992.447","2999.9973"
"SSBN 726 Ohio","USS Michigan","SSBN 727","1982.6934","2004.4962"
"SSBN 726 Ohio","USS Nebraska","SSBN 739","1993.5209","2999.9973"
"SSBN 726 Ohio","USS Nevada","SSBN 733","1986.6222","2999.9973"
"SSBN 726 Ohio","USS Ohio","SSBN 726","1981.8604","2002.833"
"SSBN 726 Ohio","USS Pennsylvania","SSBN 735","1989.6879","2999.9973"
"SSBN 726 Ohio","USS Rhode island","SSBN 740","1994.5181","2999.9973"
"SSBN 726 Ohio","USS Tennesee","SSBN 734","1988.9589","2999.9973"
"SSBN 726 Ohio","USS West Virginia","SSBN 736","1990.8001","2999.9973"
"SSBN 726 Ohio","USS Wyoming","SSBN 742","1996.5291","2999.9973"
"Oliver Hazard Perry FF","USS Boone","FFG-28","2005.7361","2999.99"
"Oliver Hazard Perry FF","USS Carr","FFG-52","2004.4678","2999.99"
"Oliver Hazard Perry FF","USS Crommelin","FFG-37","2004.6403","2999.99"
"Oliver Hazard Perry FF","USS Curts","FFG-38","2006.3884","2999.99"
"Oliver Hazard Perry FF","USS De Wert","FFG-45","2005.7909","2999.99"
"Oliver Hazard Perry FF","USS Doyle","FFG-39","2006.2159","2999.99"
"Oliver Hazard Perry FF","USS Elrod","FFG-55","2005.298","2999.99"
"Oliver Hazard Perry FF","USS Ford","FFG-54","2005.131","2999.99"
"Oliver Hazard Perry FF","USS Gary","FFG-51","2004.4678","2999.99"
"Oliver Hazard Perry FF","USS Halyburton","FFG-40","2004.2953","2999.99"
"Oliver Hazard Perry FF","USS Ingraham","FFG-61","2005.4705","2999.99"
"Oliver Hazard Perry FF","USS Jarrett","FFG-33","2004.2953","2999.99"
"Oliver Hazard Perry FF","USS John L. Hall","FFG-32","2006.0489","2999.99"
"Oliver Hazard Perry FF","USS Kauffman","FFG-59","2004.7361","2999.99"
"Oliver Hazard Perry FF","USS Klakring","FFG-42","2006.2159","2999.99"
"Oliver Hazard Perry FF","USS McClusky","FFG-41","2005.131","2999.99"
"Oliver Hazard Perry FF","USS Nicholas","FFG-47","2005.5581","2999.99"
"Oliver Hazard Perry FF","USS Rentz","FFG-46","2004.0407","2999.99"
"Oliver Hazard Perry FF","USS Reuben James","FFG-57","2005.7909","2999.99"
"Oliver Hazard Perry FF","USS Robert G. Bradley","FFG-49","2004.873","2999.99"
"Oliver Hazard Perry FF","USS Rodney M. Davis","FFG-60","2005.5581","2999.99"
"Oliver Hazard Perry FF","USS Samuel B. Roberts","FFG-58","2004.0407","2999.99"
"Oliver Hazard Perry FF","USS Simpson","FFG-56","2005.4705","2999.99"
"Oliver Hazard Perry FF","USS Stephen W. Groves","FFG-29","2005.298","2999.99"
"Oliver Hazard Perry FF","USS Taylor","FFG-50","2006.3884","2999.99"
"Oliver Hazard Perry FF","USS Thach","FFG-43","2004.873","2999.99"
"Oliver Hazard Perry FF","USS Underwood","FFG-36","2006.0489","2999.99"
"Oliver Hazard Perry FF","USS Vandegrift","FFG-48","2008.6403","2999.99"
"Osprey MHC","USS Black Hawk","MHC-58","1996.2745","2007.9151"
"Osprey MHC","USS Cardinal","MHC-60","1997.7947","2006.9945"
"Osprey MHC","USS Cormorant","MHC-57","1997.2772","2007.9151"
"Osprey MHC","USS Falcon","MHC-59","1997.1047","2006.4935"
"Osprey MHC","USS Heron","MHC-52","1994.5948","2007.2033"
"Osprey MHC","USS Kingfisher","MHC-56","1996.8166","2007.9151"
"Osprey MHC","USS Oriole","MHC-55","1995.707","2006.4935"
"Osprey MHC","USS Osprey","MHC-51","1993.885","2006.4524"
"Osprey MHC","USS pelican","MHC-53","1995.8795","2007.2033"
"Osprey MHC","USS Raven","MHC-61","1998.6769","2007.0007"
"Osprey MHC","USS Robin","MHC-54","1996.2745","2006.4524"
"Osprey MHC","USS Shrike","MHC-62","1999.3292","2007.9151"
"PB Class Cabo Corrientes","Cabo Corrientes","PM-141","2000.4908","2999.9973"
"PB Class Cabo Corrientes","Cabo De La Vela","PM-144","2001.3922","2999.9973"
"PB Class Cabo Corrientes","Cabo Manglares","PM-142","2000.781","2999.9973"
"PB Class Cabo Corrientes","Cabo Tiburon","PM-143","2001.1047","2999.9973"
"PB Class Gavion","Alca","PG-402","1999.4387","2999.9973"
"PB Class Gavion","Bernacla","PG-403","1999.4387","2999.9973"
"PB Class Gavion","Chaman","PG-404","1999.4387","2999.9973"
"PB Class Gavion","Colimbo","PG-406","2000.6797","2999.9973"
"PB Class Gavion","Cormoran","PG-405","2000.6797","2999.9973"
"PB Class Gavion","Fardela","PG-407","2000.6797","2999.9973"
"PB Class Gavion","Gavion","PG-401","1999.4387","2999.9973"
"PB Class Gavion","Negron","PG-409","2000.6797","2999.9973"
"PB Class Gavion","Pagaza","PG-411","2000.6797","2999.9973"
"PB Class Gavion","Pigargo","PG-410","2000.6797","2999.9973"
"PB Class Gavion","Serreta","PG-412","2000.6797","2999.9973"
"PB Class Gavion","Sumarela","PG-408","2000.6797","2999.9973"
"PC Class Cormoran","Espartana III","PO-41","1995.1732","2999.9973"
"PC Class Jose Ma Palas","Jose Ma Palas","PM-103","1989.7481","2999.9973"
"PC Class Jose Ma Palas","Medardo Monzon","PM-104","1990.2471","2999.9973"
"PC Class Lazaga","Cap Pablo Jose de Porto","PO-42","1998.6879","2999.9973"
"PC Class Lazaga","CTCIM Jorge Enrique Marquez Duran","PO-43","1998.6879","2999.9973"
"Pijao SSK","Pijao","SS-28","1975.0007","2999.9973"
"Pijao SSK","Tayrona","SS-29","1975.0007","2999.9973"
"Polar WAGBH","USCGC Polar Saa","WAGB-11","1977.0007","2999.9973"
"Polar WAGBH","USCGC Polar Star","WAGB-10","1975.9979","2999.9973"
"Pr 10410 Svetlyak","Krasnodarets","","2010.9124","2999.9973"
"Pr 10410 Svetlyak","PSKR-900 Korsakov","","1987.9979","2999.9973"
"Pr 10410 Svetlyak","PSKR-901","","1989.0007","1998.0007"
"Pr 10410 Svetlyak","PSKR-902 Stavropol","","1990.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-903 Kholmsk","","1989.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-904","","1989.269","2999.9973"
"Pr 10410 Svetlyak","PSKR-905 Rasul Gamzatov","","1991.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-906 Sochi","","1992.102","2999.9973"
"Pr 10410 Svetlyak","PSKR-907","","1990.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-908","","1991.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-909 Vyborg","","1992.5784","2999.9973"
"Pr 10410 Svetlyak","PSKR-910 Briz","","1993.9398","2999.9973"
"Pr 10410 Svetlyak","PSKR-911 Podolsk","","1993.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-912 Anatoliy Korolyov","","1992.833","2999.9973"
"Pr 10410 Svetlyak","PSKR-913 Almaz","","1993.7864","2999.9973"
"Pr 10410 Svetlyak","PSKR-914","","1991.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-915 Nevelsk","","1991.9979","2999.9973"
"Pr 10410 Svetlyak","PSKR-916","","1994.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-917 Neptun","","1995.5702","2999.9973"
"Pr 10410 Svetlyak","PSKR-918 Yuzhno-Sakhalisnk","","1994.8056","2999.9973"
"Pr 10410 Svetlyak","PSKR-919 Derbent","","1995.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-920 Syktyvkar","","1995.8905","2999.9973"
"Pr 10410 Svetlyak","PSKR-921 Kizlyar","","1997.9754","2999.9973"
"Pr 10410 Svetlyak","PSKR-922","","2000.4442","2999.9973"
"Pr 10410 Svetlyak","PSKR-923","","2003.0007","2999.9973"
"Pr 10410 Svetlyak","PSKR-924 Valentin Pikul","","2001.4798","2999.9973"
"Pr 10410 Svetlyak","PSKR-925 Yamalets","","2004.7864","2999.9973"
"Pr 10410 Svetlyak","PSKR-926","","2007.3676","2999.9973"
"Pr 10410 Svetlyak","PSKR-927","","2007.6715","2999.9973"
"Pr 10410 Svetlyak","PSKR-928","","2007.9535","2999.9973"
"Pr 10410 Svetlyak","PSKR-929","","2010.3018","2999.9973"
"Pr 10750 Sapfir","RT-231","","1993.6468","2999.9973"
"Pr 10750 Sapfir","RT-233","","1994.6879","2999.9973"
"Pr 10750 Sapfir","RT-234","","1996.655","2999.9973"
"Pr 10750 Sapfir","RT-248","","1990.7426","2999.9973"
"Pr 10750 Sapfir","RT-249","","1990.9918","2999.9973"
"Pr 10750 Sapfir","RT-252","","1991.9945","2999.9973"
"Pr 10750 Sapfir","RT-273","","1992.7454","2999.9973"
"Pr 10750 Sapfir","RT-341","","1989.9945","2005.4716"
"Pr 10750 Sapfir","RT-57","","1989.9452","2999.9973"
"Pr 1124M Albatros","MPK-101 Zaporozhskiy komsomolets","","1979.9754","2999.9973"
"Pr 1124M Albatros","MPK-104","","1980.8275","1998.2033"
"Pr 1124M Albatros","MPK-108","","1981.7317","2999.9973"
"Pr 1124M Albatros","MPK-117","","1973.9973","1992.1567"
"Pr 1124M Albatros","MPK-122","","1975.9973","1994.5072"
"Pr 1124M Albatros","MPK-127 Komsomolets Gruzii","","1976.9863","2005.4716"
"Pr 1124M Albatros","MPK-131","","1970.9945","1991.0828"
"Pr 1124M Albatros","MPK-133","","1971.7043","1994.1129"
